en,fr,it,de,es,ko,kana
"Increases the number of times multi-strike moves hit.","Augmente la fréquence des attaques multiples.","Aumenta la frequenza di mosse multicolpo.","Ermöglicht längere Trefferserien mit Serien-Attacken.","Aumenta la frecuencia de los movimientos múltiples.","연속 기술을 많이 쓸 수 있다.","れんぞく　わざを たくさん　だせる。"
"Heals status conditions if it’s raining.","Soigne les altérations de statut du Pokémon quand il pleut.","Cura i problemi di stato se piove.","Heilt bei Regen Statusprobleme.","Cura los problemas de estado si está lloviendo.","비가 오면 상태 이상이 회복된다.","じょうたい　いじょうが あめの　とき　なおる。"
"Boosts the Sp. Atk stat in sunny weather, but HP decreases.","Augmente l'Attaque Spéciale mais baisse les PV au soleil.","Se c’è il sole aumenta l’Attacco Speciale, ma riduce i PS.","Führt bei Sonne zu KP-Verlusten, erhöht aber den Spezial-Angriff.","Si hace sol, baja los PS, pero potencia el At. Esp.","맑으면 HP가 줄지만 특수공격이 올라간다.","はれると　ＨＰが　へるが とくこうが　あがる。"
"Boosts the Speed stat if the Pokémon has a status condition.","Augmente la Vitesse du Pokémon en cas d'altération de statut.","Aumenta la Velocità se c’è un problema di stato.","Erhöht bei Statusproblemen die Initiative.","Potencia la Velocidad si hay problemas de estado.","상태 이상이 되면 스피드가 올라간다.","じょうたい　いじょうで すばやさが　あがる。"
"All the Pokémon’s moves become Normal type.","Toutes les capacités sont de type Normal.","Le mosse del Pokémon diventano di tipo Normale.","Alle Attacken des Pokémon werden zu Normal-Attacken.","Todos los movimientos se vuelven de tipo Normal.","쓴 기술이 모두 노말타입이 된다.","だしたわざが　すべて ノーマルタイプに　なる。"
"Powers up moves if they become critical hits.","Augmente la puissance des coups critiques.","Aumenta i danni inflitti dai brutti colpi.","Steigert den Schaden von Volltreffern.","Potencia los movimientos si se vuelven críticos.","급소에 맞혔을 때 위력이 올라간다.","きゅうしょに　あてたとき いりょくが　あがる。"
"The Pokémon only takes damage from attacks.","Seule une attaque directe peut blesser le Pokémon.","Il Pokémon subisce danni solo da attacchi diretti.","Das Pokémon nimmt nur durch Offensiv-Attacken Schaden.","Solo dañan al Pokémon los ataques directos.","공격 이외에는 데미지를 입지 않는다.","こうげき　いがいでは ダメージを　うけない。"
"Ensures attacks by or against the Pokémon land.","Les capacités du Pokémon et de l'ennemi touchent à coup sûr.","Le mosse del Pokémon e del nemico vanno sempre a segno.","Alle Attacken des oder auf das Pokémon gelingen.","El movimiento del Pokémon y el del rival acertarán.","서로의 기술이 반드시 맞는다.","おたがいの　わざが かならず　あたる。"
"The Pokémon moves after all other Pokémon do.","Agit toujours après les autres Pokémon, même plus lents.","I nemici attaccano sempre per primi, anche se sono più lenti.","Handelt auch mit Initiative-Vorteil stets nach dem Gegner.","El Pokémon se mueve tras todos los demás.","상대보다 재빨라도 행동이 느려진다.","あいてより　すばやくても こうどうが　おそくなる。"
"Powers up the Pokémon’s weaker moves.","Augmente la puissance des capacités les plus faibles.","Potenzia le mosse più deboli del Pokémon.","Steigert die Effektivität von schwächeren Attacken.","Potencia los movimientos más débiles del Pokémon.","약한 기술의 위력이 올라간다.","よわい　わざの いりょくが　あがる。"
"Prevents status conditions in sunny weather.","Protège le Pokémon contre les altérations de statut quand le soleil brille.","Evita problemi di stato quando c’è il sole.","Verhindert bei Sonnenschein Statusprobleme.","Evita los problemas de estado si hace sol.","맑을 때는 상태 이상이 되지 않는다.","じょうたい　いじょうに はれのとき　ならない。"
"The Pokémon can’t use any held items.","Le Pokémon ne peut utiliser aucun objet tenu.","Il Pokémon non può usare lo strumento che ha.","Das Pokémon kann keine getragenen Items verwenden.","El Pokémon no puede usar objetos equipados.","지니고 있는 도구를 쓸 수 없다.","もっている　どうぐを つかうことが　できない。"
"Moves can be used on the target regardless of its Abilities.","Les talents adverses ne bloquent pas ses capacités.","Neutralizza le abilità che bloccano le mosse.","Attacken können ungeachtet der Fähigkeiten verwendet werden.","Usa movimientos sin que importen las habilidades del objetivo.","특성에 관계없이 상대에게 기술을 쓸 수 있다.","とくせいに　かんけいなく あいてに　わざを　だせる。"
"Boosts the critical-hit ratios of moves.","Le Pokémon est tellement chanceux qu'il inflige plus fréquemment des coups critiques.","Aumenta la probabilità di infliggere brutti colpi.","Erhöht die Wahrscheinlichkeit, einen Volltreffer zu landen.","Aumenta la probabilidad de dar golpes críticos.","상대의 급소에 공격이 맞기 쉽다.","あいての　きゅうしょに こうげきが　あたりやすい。"
"Damages the attacker landing the finishing hit.","Blesse l'attaquant qui porte le coup de grâce.","Arreca danni al Pokémon che sferra il colpo finale.","Fügt einem Angreifer, der das Pokémon besiegt, Schaden zu.","Daña al agresor que le ha dado el golpe de gracia.","기절할 때 스친 상대에게 데미지를 준다.","ひんしの　ときに　ふれた あいてに　ダメージ。"
"Senses an opposing Pokémon’s dangerous moves.","Le Pokémon devine si l'adversaire connaît une capacité dangereuse pour lui.","Rivela se il nemico ha mosse pericolose.","Ahnt gefährliche Attacken des Gegners voraus.","Prevé los movimientos peligrosos del rival.","상대가 지닌 위험한 기술을 감지한다.","あいての　もつ　きけんな わざを　さっちする。"
"Determines what moves an opposing Pokémon has.","Découvre la capacité ennemie la plus puissante.","Scopre la mossa più potente del nemico.","Gibt Auskunft über das Attacken- Repertoire des Gegners.","Determina el movimiento más potente del rival.","상대가 지닌 기술을 꿰뚫어볼 수 있다.","あいての　もつ　わざを よみとることが　できる。"
"Ignores the opposing Pokémon’s stat changes.","Ignore les changements de stats de l’ennemi.","Ignora le modifiche alle statistiche del nemico.","Ignoriert Statusveränderungen des Zieles.","No tiene en cuenta las mejoras en las características del rival.","상대의 능력 변화를 무시한다.","あいての　のうりょくの へんかを　むしする。"
"Powers up “not very effective” moves.","Améliore les capacités « pas très efficaces ».","Potenzia le mosse non molto efficaci.","Verstärkt nicht sehr effektive Attacken.","Potencia los movimientos que no son muy eficaces.","효과가 별로인 기술이 강해진다.","こうかいまひとつ　のとき わざを　つよめる。"
"Reduces damage from supereffective attacks.","Réduit les dégâts des capacités « super efficaces » subies.","Riduce la potenza delle mosse superefficaci.","Senkt die Stärke sehr effektiver Attacken.","Mitiga los movimientos supereficaces.","효과가 굉장한 기술의 위력을 약하게 한다.","こうかばつぐん　のとき いりょくを　よわめる。"
"Temporarily halves the Pokémon’s Attack and Speed stats.","Divise temporairement Vitesse et Attaque par 2.","Dimezza per un po’ l’Attacco e la Velocità.","Halbiert zeitweilig den Angriff und die Initiative.","Baja a la mitad el Ataque y la Velocidad durante un rato.","공격과 스피드가 잠시 동안 절반이 된다.","こうげきと　すばやさが しばらく　はんぶんになる。"
"Makes Normal- and Fighting-type moves hit Ghost-type Pokémon.","Les capacités Normal et Combat touchent les Pokémon Spectre.","I Pokémon di tipo Spettro sono colpiti da mosse Normale e Lotta.","Normal- und Kampf-Attacken treffen Pokémon vom Typ Geist.","Movimientos tipo Normal y Lucha golpean a Pokémon Fantasma.","고스트타입에 노말 기술이 맞는다.","ゴーストタイプに ノーマルわざが　あたる。"
"Draws in all Water-type moves to boost its Sp. Atk stat.","Attire et neutralise les attaques Eau, et monte l'Attaque Spéciale.","Neutralizza mosse di tipo Acqua per aumentare l’Attacco Speciale.","Absorbiert Wasser-Attacken und steigert den Spezial-Angriff.","Atrae y neutraliza los movimientos de tipo Agua y sube el At. Esp.","물을 끌어모아 특수공격을 올린다.","みずを　よびこんで とくこうを　あげる。"
"The Pokémon gradually regains HP in a hailstorm.","Régénère ses PV lors des tempêtes de grêle.","Il Pokémon recupera PS quando grandina.","Regeneriert bei Hagel nach und nach KP.","Recupera algunos PS cuando hay tormentas de granizo.","싸라기눈일 때 HP를 조금씩 회복한다.","あられのとき　HPを すこしずつ　かいふく。"
"Reduces damage from supereffective attacks.","Réduit les dégâts des capacités « super efficaces » subies.","Riduce la potenza delle mosse superefficaci.","Senkt die Stärke sehr effektiver Attacken.","Mitiga los movimientos supereficaces.","효과가 굉장한 기술의 위력을 약하게 한다.","こうかばつぐん　のとき いりょくを　よわめる。"
"The Pokémon summons a hailstorm when it enters a battle.","Déclenche une tempête de grêle pendant le combat.","Il Pokémon provoca una grandinata durante la lotta.","Das Pokémon beschwört im Kampf Hagelstürme herauf.","El Pokémon invoca una tormenta de granizo.","배틀에 나가면 싸라기눈을 내리게 한다.","せんとうに　でると あられを　ふらす。"
"The Pokémon may gather Honey from somewhere.","Le Pokémon peut parfois trouver du Miel après un combat.","Il Pokémon può raccogliere Miele.","Das Pokémon sammelt gelegentlich Honig auf.","El Pokémon recoge Miel de donde puede.","달콤한꿀을 모아서 올 때가 있다.","あまいミツを　あつめて くることが　ある。"
"The Pokémon can check an opposing Pokémon’s held item.","Permet de connaître l'objet tenu par l'ennemi quand le combat commence.","Il Pokémon scopre che strumento ha il nemico.","Gibt Auskunft über gegnerische Items.","El Pokémon puede ver el objeto que lleva el rival.","상대가 지닌 물건을 알 수 있다.","あいての　もちものを しることが　できる。"
"Powers up moves that have recoil damage.","Booste les capacités ayant des dégâts de contrecoups.","Potenzia le mosse che provocano contraccolpi.","Verstärkt Attacken mit Rückstoß-Schaden.","Potencia los movimientos que dañan al usuario.","반동 데미지를 받는 기술이 강해진다.","はんどうで　ダメージを うけるわざが　つよくなる。"
"Changes the Pokémon’s type to match the Plate it holds.","Modifie le type en fonction de la Plaque tenue.","Cambia il tipo del Pokémon a seconda della lastra che ha.","Passt seinen Typ der getragenen Tafel an.","Cambia el tipo al de la tabla que lleve.","지니고 있는 플레이트에 따라 타입이 바뀐다.","もっている　プレートで タイプが　かわる。"
"Powers up party Pokémon when it is sunny.","Rend les Pokémon de l'équipe plus puissants au soleil.","Se c’è il sole, potenzia i Pokémon alleati.","Steigert bei Sonne die Effektivität von allen Team-Pokémon.","Potencia los Pokémon del equipo si está soleado.","맑을 때 자신과 같은 편이 강해진다.","はれのとき　じぶんと みかたが　つよくなる。"
"Reduces the HP of sleeping opposing Pokémon.","Réduit les PV d’un ennemi endormi.","Riduce i PS dei nemici addormentati.","Senkt die KP eines schlafenden Gegners.","Reduce los PS de cualquier rival que esté dormido.","잠들어 있는 상대의 HP를 줄인다.","ねむっている　あいての ＨＰを　へらす。"
"Steals an item from an attacker that made direct contact.","Vole l’objet de l’attaquant si son attaque touche.","Al contatto subito, ruba lo strumento di chi lo ha attaccato.","Stiehlt Angreifern Items, wenn es von ihnen berührt wird.","Al ser golpeado, roba el objeto del objetivo.","닿은 상대로부터 도구를 훔친다.","さわられた　あいてから どうぐを　ぬすむ。"
"Removes additional effects to increase move damage.","Frappe plus fort mais annule les effets cumulés.","Aumenta i danni annullando altri effetti delle mosse.","Bewirkt einen Kraftschub, aber hebt Zusatz-Effekte auf.","Sube la potencia y anula los efectos secundarios.","힘이 강해지지만 추가 효과가 없어진다.","ちからが　つよくなるが ついかこうかが　なくなる。"
"Makes stat changes have an opposite effect.","Inverse les variations de stats.","Le modifiche alle statistiche hanno effetto inverso.","Statusveränderungen werden umgekehrt.","Invierte los cambios en las características.","능력의 변화가 역전된다.","のうりょくの　へんかが ぎゃくてんする。"
"Unnerves opposing Pokémon and makes them unable to eat Berries.","L’ennemi stresse et ne peut plus manger de Baies.","Il nemico viene intimidito e non può mangiare bacche.","Hindert den Gegner durch Stress am Beerenkonsum.","Pone nervioso al rival y le impide usar bayas.","상대를 긴장시켜 나무열매를 먹지 못하게 한다.","あいてを　きんちょうさせ きのみを　たべさせない。"
"Boosts the Pokémon’s Attack stat when its stats are lowered.","Monte l’Attaque quand une stat est baissée par l’adversaire.","L’Attacco aumenta quando un nemico fa calare le statistiche.","Senkt der Gegner die Status- werte, steigt der Angriffs-Wert.","Sube el Ataque cuando el rival le baja las características.","능력이 떨어지면 공격이 올라간다.","のうりょくが　さがると こうげきが　あがる。"
"Lowers stats when HP becomes half or less.","Baisse les stats quand les PV tombent à la moitié.","Le statistiche scendono se i PS calano a metà o meno.","Bei halbierter KP-Anzahl sinken die Statuswerte.","Baja las características al llegar a la mitad los PS.","HP가 절반이 되면 능력이 떨어진다.","ＨＰが　はんぶんになると のうりょくが　さがる。"
"May disable a move used on the Pokémon.","Peut empêcher l’ennemi de réutiliser une attaque.","A volte inibisce l’ultima mossa usata dal nemico.","Blockiert gelegentlich Attacken.","Puede anular el movimiento usado en su contra.","공격받으면 가끔 상대를 사슬묶기 상태로 만든다.","こうげきされると　たまに かなしばりにする。"
"Sometimes heals an ally’s status condition.","Guérit parfois le statut des alliés alentour.","A volte cura i problemi di stato degli alleati.","Befreit Mitstreiter gelegentlich von Statusproblemen.","A veces cura los cambios de estado de un aliado.","같은 편의 상태 이상을 가끔 회복시킨다.","じょうたい　いじょうの みかたを　たまに　なおす。"
"Reduces damage done to allies.","Diminue les dégâts subis par les alliés.","Riduce il danno subito dagli alleati.","Verringert den Schaden an Mitstreitern.","Reduce el daño que sufren los aliados.","같은 편의 데미지를 줄일 수 있다.","みかたの　ダメージを へらすことができる。"
"Physical attacks lower its Defense stat and raise its Speed stat.","Un coup physique baisse la Défense, monte la Vitesse.","Riduce la Difesa e aumenta la Velocità se il Pokémon è colpito.","Phys. Treffer senken Verteidigung und steigern Initiative.","Un ataque físico baja la Defensa y sube la Velocidad.","물리 기술을 받으면 방어가 떨어지고 스피드가 올라간다.","ぶつりわざで　ぼうぎょが さがり　すばやさがあがる。"
"Doubles the Pokémon’s weight.","Double le poids du Pokémon.","Raddoppia il peso del Pokémon.","Verdoppelt das eigene Gewicht.","Duplica el peso del Pokémon.","자신의 무게가 2배가 된다.","じぶんの　おもさが ２ばいに　なる。"
"Halves the Pokémon’s weight.","Divise par 2 le poids du Pokémon.","Dimezza il peso del Pokémon.","Halbiert das eigene Gewicht.","Reduce a la mitad el peso del Pokémon.","자신의 무게가 절반이 된다.","じぶんの　おもさが はんぶんに　なる。"
"Reduces damage the Pokémon takes when its HP is full.","Reçoit moins de dégâts si les PV sont au maximum.","Riduce il danno subito se i PS sono al massimo.","Verringert den erlittenen Schaden bei vollen KP.","Reduce el daño sufrido si los PS están al máximo.","HP가 꽉 찼을 때 데미지가 줄어든다.","ＨＰが　まんたんのときに ダメージが　すくなくなる。"
"Powers up physical attacks when the Pokémon is poisoned.","Booste les attaques physiques si le statut est poison.","Aumenta l’Attacco se il Pokémon è avvelenato.","Erhöht bei Vergiftung die Stärke von physischen Attacken.","Aumenta la potencia física si está envenenado.","독 상태일 때 물리공격의 위력이 올라간다.","どくのとき　ぶつりの いりょくが　あがる。"
"Powers up special attacks when the Pokémon is burned.","Booste les attaques spéciales si le statut est brûlure.","Aumenta l’Attacco Speciale se il Pokémon è scottato.","Verstärkt bei Verbrennungen die Stärke von Spezial-Attacken.","Potencia los ataques especiales cuando el Pokémon se quema.","화상 상태일 때 특수공격의 위력이 올라간다.","やけどのとき　とくしゅの いりょくが　あがる。"
"May create another Berry after one is used.","Les Baies utilisées peuvent repousser.","Può ricreare una bacca utilizzata.","Aufgebrauchte Beeren können mehrmals nachwachsen.","Permite reutilizar varias veces una misma baya.","사용한 나무열매를 몇 번이고 만들어 낸다.","つかった　きのみを なんかいも　つくりだす。"
"Anticipates an ally’s attack and dodges it.","Anticipe et évite les attaques de ses alliés.","Prevede ed evita gli attacchi degli alleati.","Erkennt und pariert Attacken von Mitstreitern.","Elude los ataques de aliados en batalla.","같은 편의 공격의 낌새를 읽고 기술을 받지 않는다.","みかたの　こうげきを よみとって　うけない。"
"Raises one stat and lowers another.","Monte une stat tout en en baissant une autre.","Aumenta una statistica e ne riduce un’altra.","Erhöht einen Statuswert und senkt einen anderen.","Sube una característica mucho, pero baja otra.","능력이 오르락내리락한다.","のうりょくが　あがったり さがったりする。"
"Protects the Pokémon from things like sand, hail, and powder.","Protège du sable, de la grêle ou de la poudre.","Protegge il Pokémon da polvere, sabbia e grandine.","Nimmt keinen Schaden durch Wetterbedingungen.","Protege del polvo, la arena y el granizo.","먼지나 가루를 막는다.","ちりや　こなを ふせぐ。"
"May poison a target when the Pokémon makes contact.","Peut empoisonner l’ennemi par simple contact.","Può avvelenare il nemico al solo contatto fisico.","Kann das Ziel durch bloßes Berühren vergiften.","Puede envenenar al objetivo con solo tocarlo.","접촉하기만 해도 상대를 독 상태로 만들 때가 있다.","さわるだけで　あいてを どくにすることがある。"
"Restores a little HP when withdrawn from battle.","Restaure un peu de PV si le Pokémon est retiré.","Il Pokémon recupera un po’ di PS quando viene sostituito.","Heilt beim Austauschen eine geringe Menge an KP.","Recupera unos pocos PS al cambiar de Pokémon.","볼에 넣으면 HP가 조금 회복된다.","ひっこめると ＨＰが すこし　かいふくする。"
"Protects the Pokémon from Defense-lowering attacks.","Empêche les attaques adverses de baisser la Défense.","Evita che la Difesa diminuisca.","Hindert Angreifer daran, die Verteidigung zu senken.","Protege de los ataques que bajan la Defensa.","방어를 떨어뜨리는 공격을 받지 않는다.","ぼうぎょを　さげる こうげきを　うけない。"
"Boosts the Pokémon’s Speed stat in a sandstorm.","Augmente la Vitesse lors des tempêtes de sable.","La Velocità aumenta nelle tempeste di sabbia.","Erhöht in Sandstürmen die Initiative.","Aumenta la Velocidad durante las tormentas de arena.","모래바람으로 스피드가 올라간다.","すなあらしで すばやさが　あがる。"
"Makes status moves more likely to miss.","Résiste mieux aux attaques de statut.","Resiste più facilmente ai cambiamenti di stato.","Wehrt mit robustem Körper viele Status-Attacken ab.","Dificulta que le afecten los ataques de estado.","변화 기술을 받기 어려운 몸으로 되어 있다.","へんかわざを　うけにくい からだに　なっている。"
"Boosts move power when the Pokémon moves after the target.","Booste les capacités s’il attaque en dernier.","Se agisce per ultimo, la potenza della mossa sale.","Greift das Pokémon zuletzt an, ist es stärker.","Potencia el movimiento si es el último en atacar.","제일 마지막에 기술을 쓰면 강해진다.","いちばん　さいごに わざをだすと　つよくなる。"
"Comes out disguised as the Pokémon in the party’s last spot.","Prend l’apparence du dernier Pokémon de l’équipe.","Entra con le sembianze dell’ultimo Pokémon in squadra.","Bestreitet Kämpfe in der Gestalt des Listenletzten.","Se convierte en el último Pokémon del equipo.","뒤의 포켓몬으로 둔갑하여 나온다.","うしろの　ポケモンに なりきって　でてくる。"
"The Pokémon transforms itself into the Pokémon it’s facing.","Adopte l’apparence du Pokémon adverse.","Si trasforma nel Pokémon che ha davanti.","Kämpft als Kopie seines Gegenübers.","Se transforma en el Pokémon que tiene enfrente.","눈앞의 포켓몬으로 변신해버린다.","めのまえの　ポケモンに へんしん　してしまう。"
"Passes through the opposing Pokémon’s barrier and strikes.","Traverse les barrières de l’ennemi pour attaquer.","Attacca evitando le barriere del nemico.","Überwindet gegnerische Schilde und greift an.","Ataca rodeando la barrera del rival.","상대의 벽을 뚫고 공격한다.","あいての　かべを すりぬけて　こうげき。"
"Contact with the Pokémon spreads this Ability.","Momifie le talent de l’ennemi qui le touche.","L’abilità del nemico cambia in Mummia dopo il contatto.","Berührt man das Pokémon, übernimmt man seine Fähigkeit.","Contagia Momia al rival que lo toque.","상대의 기술을 받으면 상대를 미라로 만든다.","あいてに　さわられると あいてを　ミイラにする。"
"Boosts the Attack stat after knocking out any Pokémon.","Monte l’Attaque quand il met un ennemi K.O.","Aumenta l’Attacco quando manda un nemico KO.","Besiegt es ein Pokémon, steigt sein Angriffs-Wert.","Potencia el Ataque al debilitar a un objetivo.","상대를 쓰러뜨리면 공격이 올라간다.","あいてを　たおすと こうげきが　あがる。"
"Boosts the Attack stat when it’s hit by a Dark-type move.","Monte l’Attaque si une attaque Ténèbres le touche.","L’Attacco aumenta se si è colpiti da una mossa di tipo Buio.","Angriff steigt nach Einstecken einer Unlicht-Attacke.","Sube el Ataque al recibir uno de tipo Siniestro.","악 기술을 받으면 공격이 올라간다.","あくを　うけると こうげきが　あがる。"
"Some move types scare it and boost its Speed stat.","Sa peur de certains types augmente sa Vitesse.","Per paura di certi tipi di mosse, la Velocità sale.","Aus Angst vor manchen Attacken steigt die Initiative.","El miedo a algunos ataques sube su Velocidad.","주눅이 들어 스피드가 올라가는 타입이 있다.","びびって　すばやさが あがる　タイプがある。"
"Reflects status moves.","Renvoie les attaques de statut.","Riflette al mittente le mosse di stato.","Lenkt Status-Attacken auf den Angreifer um.","Permite devolver los ataques de estado.","변화 기술을 되받아칠 수 있다.","へんかわざを　かえす ことが　できる。"
"Boosts the Attack stat when hit by a Grass-type move.","Neutralise les attaques Plante et augmente l’Attaque.","Neutralizza le mosse di tipo Erba subite per aumentare l’Attacco.","Absorbiert Pflanzen-Attacken und steigert den Angriff.","Neutraliza los movimientos de tipo Planta y sube el Ataque.","풀 기술을 받으면 공격이 올라간다.","くさの　わざを　うけると こうげきが　あがる。"
"Gives priority to a status move.","Utilise les attaques de statut en premier.","Dà priorità a mosse che alterano lo stato.","Ermöglicht einen Erstschlag mit Status-Attacken.","Permite lanzar ataques de estado en primer lugar.","변화 기술을 먼저 쓸 수 있다.","へんかわざを　せんせいで だすことが　できる。"
"Boosts certain moves’ power in a sandstorm.","Renforce des capacités en cas de tempête de sable.","Potenzia alcune mosse nelle tempeste di sabbia.","Manche Attacken wirken in Sandstürmen besser.","Potencia algunos movimientos durante las tormentas de arena.","모래바람으로 위력이 올라가는 기술이 있다.","すなあらしで　いりょくが あがる　わざがある。"
"Inflicts damage to the attacker on contact.","Blesse l’attaquant au moindre contact.","Se chi attacca mette a segno una mossa fisica, viene danneggiato.","Angreifer nehmen durch bloßes Berühren Schaden.","Hiere al hacer contacto.","접촉한 상대에게 상처를 입힌다.","ふれた　あいてを キズつける。"
"Changes the Pokémon’s shape when HP is half or less.","Transforme le Pokémon dans les moments délicats.","Se il Pokémon è in difficoltà, ne cambia l’aspetto.","Wechselt seine Gestalt, wenn es eng wird.","Cambia de forma en un apuro.","위급할 때 모습이 변화한다.","ピンチに　なると すがたが　へんかする。"
"Boosts the accuracy of its allies and itself.","Monte la Précision des Pokémon de l’équipe.","Aumenta la precisione di chi la possiede e quella degli alleati.","Erhöht Genauigkeit bei allen Pokémon im Team.","Sube la Precisión de todo el equipo.","자신과 같은 편의 명중률이 올라간다.","じぶんや　みかたの めいちゅうが　あがる。"
"Moves can be used on the target regardless of its Abilities.","Les talents adverses ne bloquent pas ses capacités.","Neutralizza le abilità che bloccano le mosse.","Attacken können ungeachtet der Fähigkeit verwendet werden.","Usa movimientos sin que importen las habilidades.","특성에 관계없이 상대에게 기술을 쓸 수 있다.","とくせいに　かんけいなく あいてに　わざを　だせる。"
"Moves can be used on the target regardless of its Abilities.","Les talents adverses ne bloquent pas ses capacités.","Neutralizza le abilità che bloccano le mosse.","Attacken können ungeachtet der Fähigkeit verwendet werden.","Usa movimientos sin que importen las habilidades.","특성에 관계없이 상대에게 기술을 쓸 수 있다.","とくせいに　かんけいなく あいてに　わざを　だせる。"
"Protects allies from attacks that limit their move choices.","Protège l’équipe des attaques limitant le choix des capacités.","Protegge sé e gli alleati da mosse che limitano la scelta di attacchi.","Schützt alle Pokémon im Team vor manchen mentalen Angriffen.","Protege al equipo de ataques que impiden elegir movimientos.","같은 편으로 향하는 멘탈 공격을 막는다.","みかたへの　メンタル こうげきを　ふせぐ。"
"Prevents lowering of ally Grass-type Pokémon’s stats.","Empêche les alliés de type Plante de subir des diminutions de stats.","Evita il calo delle statistiche degli alleati di tipo Erba.","Schützt Pflanzen-Pokémon vor gesenkten Statuswerten.","Evita que bajen las características de Pokémon tipo Planta aliados.","같은 편의 풀타입 포켓몬은 능력이 떨어지지 않는다.","みかたの　くさポケモンは のうりょくが　さがらない。"
"Restores HP as well when the Pokémon eats a Berry.","Rend des PV lorsque le Pokémon consomme une Baie.","Fa recuperare PS quando il Pokémon mangia una bacca.","Heilt beim Konsum von Beeren KP.","Recupera PS al comer bayas.","나무열매를 먹으면 HP도 회복한다.","きのみを　たべると ＨＰも　かいふくする。"
"Changes the Pokémon’s type to the type of the move it’s using.","Le Pokémon prend le type de sa dernière capacité lancée.","Cambia il tipo del Pokémon in quello della mossa usata.","Das Pokémon nimmt bei Einsatz einer Attacke deren Typ an.","Cambia su tipo al del movimiento que acaba de usar.","사용한 기술과 같은 타입으로 변화한다.","だした　わざと　おなじ タイプに　へんかする。"
"Halves damage from physical moves.","Divise les dégâts des attaques physiques par deux.","Dimezza il danno degli attacchi fisici subiti.","Halbiert den Schaden durch physische Attacken.","Reduce a la mitad el daño recibido por ataques físicos.","물리 기술의 데미지가 절반이 된다.","ぶつりわざの　ダメージが はんぶんになる。"
"The Pokémon steals the held item of a Pokémon it hits with a move.","Les capacités volent aussi l’objet tenu par la cible.","Ruba lo strumento del Pokémon su cui è stata usata una mossa.","Stiehlt Items von Pokémon, die durch Attacken getroffen wurden.","Roba el objeto del Pokémon al que alcance con un movimiento.","기술을 맞은 상대의 도구를 빼앗아 버린다.","わざを　あてた　あいての どうぐを　うばってしまう。"
"Protects the Pokémon from some ball and bomb moves.","Protège de certaines capacités projetant des bombes, balles…","Protegge da alcune mosse a base di proiettili e bombe.","Schützt das Pokémon vor geworfenen Bomben und Kugeln.","No le afectan las bombas ni algunos proyectiles.","구슬이나 폭탄에 맞지 않는다.","たまや　ばくだんに あたらない。"
"Boosts the Sp. Atk stat when a stat is lowered.","Monte l’Attaque quand une stat est baissée par l’adversaire.","L’Attacco aumenta quando un nemico fa calare le statistiche.","Erhöht den Spezial-Angriff, wenn ein Statuswert gesenkt wurde.","Aumenta su At. Esp. cuando disminuyen otras características.","능력이 떨어지면 특수공격이 올라간다.","のうりょくが　さがると とくこうが　あがる。"
"The Pokémon’s strong jaw gives it tremendous biting power.","Grâce à une puissante mâchoire, les morsures sont plus fortes.","La robusta mascella del Pokémon permette morsi molto potenti.","Der kräftige Kiefer des Pokémon verleiht ihm einen starken Biss.","Su robusta mandíbula le confiere una potente mordedura.","턱이 튼튼하여 무는 힘이 강하다.","あごが　がんじょうで かむ　ちからが　つよい。"
"Normal-type moves become Ice-type moves.","Les capacités de type Normal deviennent de type Glace.","Le mosse di tipo Normale diventano di tipo Ghiaccio.","Attacken vom Typ Normal nehmen den Typ Eis an.","Convierte movimientos de tipo Normal en tipo Hielo.","노말타입의 기술이 얼음타입이 된다.","ノーマルタイプの　わざが こおりタイプになる。"
"Prevents itself and ally Pokémon from falling asleep.","Les Pokémon de l’équipe ne peuvent pas s’endormir.","Impedisce a sé e agli alleati di addormentarsi.","Alle Pokémon im Team können nicht einschlafen.","Evita que tu equipo Pokémon se duerma.","같은 편의 포켓몬이 잠들지 않게 된다.","みかたの　ポケモンは ねむらなくなる。"
"The Pokémon changes form depending on how it battles.","Change de forme selon la façon dont le Pokémon se bat.","L’aspetto del Pokémon cambia in base alla modalità di lotta.","Das Pokémon nimmt je nach Kampftaktik eine andere Form an.","Cambia de forma según su estilo de combate.","배틀모드에서 모습이 바뀐다.","せんとうモードで すがたが　かわる。"
"Gives priority to Flying-type moves.","Les attaques de type Vol sont prioritaires.","Dà priorità alle mosse di tipo Volante.","Ermöglicht es dem Pokémon, mit Flug-Attacken zuerst anzugreifen.","Da prioridad a los movimientos de tipo Volador.","비행타입의 기술이 먼저 나오게 된다.","ひこうタイプの　わざが せんせいで　だせる。"
"Powers up aura and pulse moves.","Augmente la puissance de certaines capacités de type aura.","Potenzia le mosse “pulsar” e altre come Ondasana.","Erhöht die Stärke einiger Wellen-, Aura- und Puls-Attacken.","Aumenta la potencia de algunos movimientos de pulsos y auras.","파동 기술의 위력이 크다.","はどうの　わざの いりょくが　たかい。"
"Boosts the Defense stat in Grassy Terrain.","Augmente la Défense si Champ Herbu est actif.","Aumenta la Difesa durante l’effetto di Campo Erboso.","Erhöht die Verteidigung, wenn Grasfeld aktiv ist.","Aumenta la Defensa mientras dura el efecto de Campo de Hierba.","그래스필드일 때 방어가 올라간다.","グラスフィールドのとき ぼうぎょが　あがる。"
