en,fr,it,de,es,ko,kana
"Powers down super­ effective moves.","Affaiblit les capacités “super efficaces”.","Powers down super­ effective moves.","Powers down super­ effective moves.","Powers down super­ effective moves.","Powers down super­ effective moves.","Powers down super­ effective moves."
"Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed."
"Enables moves to hit Ghost-type foes.","Les capacités touchent les Pokémon Spectre.","Enables moves to hit Ghost-type foes.","Enables moves to hit Ghost-type foes.","Enables moves to hit Ghost-type foes.","Enables moves to hit Ghost-type foes.","Enables moves to hit Ghost-type foes."
"The Pokémon draws in all Water-type moves.","Attire les attaques Eau visant un Pokémon.","The Pokémon draws in all Water-type moves.","The Pokémon draws in all Water-type moves.","The Pokémon draws in all Water-type moves.","The Pokémon draws in all Water-type moves.","The Pokémon draws in all Water-type moves."
"The Pokémon regains HP in a hailstorm.","Récupère des PV lors des tempêtes de grêle.","The Pokémon regains HP in a hailstorm.","The Pokémon regains HP in a hailstorm.","The Pokémon regains HP in a hailstorm.","The Pokémon regains HP in a hailstorm.","The Pokémon regains HP in a hailstorm."
"Powers down super­ effective moves.","Affaiblit les capacités “super efficaces”.","Powers down super­ effective moves.","Powers down super­ effective moves.","Powers down super­ effective moves.","Powers down super­ effective moves.","Powers down super­ effective moves."
"The Pokémon summons a hailstorm in battle.","Déclenche une tempête de grêle pendant un combat.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle."
"The Pokémon may gather Honey from somewhere.","Le Pokémon peut parfois trouver du Miel.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere."
"The Pokémon can check the foe’s held item.","Permet de connaître l'objet tenu par l'ennemi.","The Pokémon can check the foe’s held item.","The Pokémon can check the foe’s held item.","The Pokémon can check the foe’s held item.","The Pokémon can check the foe’s held item.","The Pokémon can check the foe’s held item."
"Powers up moves that have recoil damage.","Booste les cap. ayant des dégâts de contrecoups.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage."
"Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate."
"Powers up party Pokémon when it is sunny.","Pokémon de l'équipe plus puissants au soleil.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny."
"Reduces a sleeping foe’s HP.","Réduit les PV d'un ennemi endormi.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP."
