en,fr,it,de,es,ko,kana
"Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times."
"Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted."
"May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep."
"1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack"
"The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise."
"An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED."
"An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion."
"A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep."
"Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy."
"An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power."
"Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever."
"Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint."
"Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times."
"An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice."
"Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK."
"Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type."
"Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once."
"Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP."
"Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted."
