en,fr,it,de,es,ko,kana
"Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times.","Throws orbs to hit 2-5 times."
"Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted."
"May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep."
"1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack"
"The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise.","The user assumes the foe's guise."
"An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED.","An attack that may reduce SPEED."
"An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion."
"A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep.","A move that induces sleep."
"Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy.","Blinds the foe to reduce accuracy."
"An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power.","An attack with variable power."
"Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever.","Has no effect whatsoever."
"Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE.","Sharply raises the user's DEFENSE."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint.","Very powerful but makes user faint."
"Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times.","Quickly scratches 2-5 times."
"An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice.","An attack that strikes twice."
"Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover.","Sleep for 2 turns to fully recover."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK.","A move that raises the user's ATTACK."
"Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type.","Change user's type to a move's type."
"Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once.","Fires three kinds of beams at once."
"Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2.","Cuts the foe's HP by 1/2."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP.","Makes a decoy with 1/4 user's max HP."
"Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted.","Used only if all PP are exhausted."
"Copies the foe's move permanently.","Copies the foe's move permanently.","Copies the foe's move permanently.","Copies the foe's move permanently.","Copies the foe's move permanently.","Copies the foe's move permanently.","Copies the foe's move permanently."
"Hits three times with rising power.","Hits three times with rising power.","Hits three times with rising power.","Hits three times with rising power.","Hits three times with rising power.","Hits three times with rising power.","Hits three times with rising power."
"An attack that may steal a held item.","An attack that may steal a held item.","An attack that may steal a held item.","An attack that may steal a held item.","An attack that may steal a held item.","An attack that may steal a held item.","An attack that may steal a held item."
"Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching."
"Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit."
"A sleeper loses 1/4 HP every turn.","A sleeper loses 1/4 HP every turn.","A sleeper loses 1/4 HP every turn.","A sleeper loses 1/4 HP every turn.","A sleeper loses 1/4 HP every turn.","A sleeper loses 1/4 HP every turn.","A sleeper loses 1/4 HP every turn."
"An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn."
"An attack useable only while asleep.","An attack useable only while asleep.","An attack useable only while asleep.","An attack useable only while asleep.","An attack useable only while asleep.","An attack useable only while asleep.","An attack useable only while asleep."
"Works differently for ghost-types.","Works differently for ghost-types.","Works differently for ghost-types.","Works differently for ghost-types.","Works differently for ghost-types.","Works differently for ghost-types.","Works differently for ghost-types."
"Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low."
"The user's type is made resistant.","The user's type is made resistant.","The user's type is made resistant.","The user's type is made resistant.","The user's type is made resistant.","The user's type is made resistant.","The user's type is made resistant."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED."
"Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low.","Stronger if the user's HP is low."
"Cuts the PP of the foe's last move.","Cuts the PP of the foe's last move.","Cuts the PP of the foe's last move.","Cuts the PP of the foe's last move.","Cuts the PP of the foe's last move.","Cuts the PP of the foe's last move.","Cuts the PP of the foe's last move."
"An attack that may cause freezing.","An attack that may cause freezing.","An attack that may cause freezing.","An attack that may cause freezing.","An attack that may cause freezing.","An attack that may cause freezing.","An attack that may cause freezing."
"Foils attack that turn. It may fail.","Foils attack that turn. It may fail.","Foils attack that turn. It may fail.","Foils attack that turn. It may fail.","Foils attack that turn. It may fail.","Foils attack that turn. It may fail.","Foils attack that turn. It may fail."
"A fast punch that lands first.","A fast punch that lands first.","A fast punch that lands first.","A fast punch that lands first.","A fast punch that lands first.","A fast punch that lands first.","A fast punch that lands first."
"Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED.","Sharply reduces the foe's SPEED."
"An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses."
"A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion."
"Reduces own HP to maximize ATTACK.","Reduces own HP to maximize ATTACK.","Reduces own HP to maximize ATTACK.","Reduces own HP to maximize ATTACK.","Reduces own HP to maximize ATTACK.","Reduces own HP to maximize ATTACK.","Reduces own HP to maximize ATTACK."
"An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe."
"Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy."
"An attack that may reduce accuracy.","An attack that may reduce accuracy.","An attack that may reduce accuracy.","An attack that may reduce accuracy.","An attack that may reduce accuracy.","An attack that may reduce accuracy.","An attack that may reduce accuracy."
"Hurts foes when they switch out.","Hurts foes when they switch out.","Hurts foes when they switch out.","Hurts foes when they switch out.","Hurts foes when they switch out.","Hurts foes when they switch out.","Hurts foes when they switch out."
"An attack that always paralyzes.","An attack that always paralyzes.","An attack that always paralyzes.","An attack that always paralyzes.","An attack that always paralyzes.","An attack that always paralyzes.","An attack that always paralyzes."
"Negates accuracy reduction moves.","Negates accuracy reduction moves.","Negates accuracy reduction moves.","Negates accuracy reduction moves.","Negates accuracy reduction moves.","Negates accuracy reduction moves.","Negates accuracy reduction moves."
"The foe faints if the user does.","The foe faints if the user does.","The foe faints if the user does.","The foe faints if the user does.","The foe faints if the user does.","The foe faints if the user does.","The foe faints if the user does."
"Both user and foe faint in 3 turns.","Both user and foe faint in 3 turns.","Both user and foe faint in 3 turns.","Both user and foe faint in 3 turns.","Both user and foe faint in 3 turns.","Both user and foe faint in 3 turns.","Both user and foe faint in 3 turns."
"An icy attack that lowers SPEED.","An icy attack that lowers SPEED.","An icy attack that lowers SPEED.","An icy attack that lowers SPEED.","An icy attack that lowers SPEED.","An icy attack that lowers SPEED.","An icy attack that lowers SPEED."
"Evades attack that turn. It may fail.","Evades attack that turn. It may fail.","Evades attack that turn. It may fail.","Evades attack that turn. It may fail.","Evades attack that turn. It may fail.","Evades attack that turn. It may fail.","Evades attack that turn. It may fail."
"An attack that hits 2-5 times.","An attack that hits 2-5 times.","An attack that hits 2-5 times.","An attack that hits 2-5 times.","An attack that hits 2-5 times.","An attack that hits 2-5 times.","An attack that hits 2-5 times."
"Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit.","Ensures the next attack will hit."
"Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user."
"Inflicts damage every turn.","Inflicts damage every turn.","Inflicts damage every turn.","Inflicts damage every turn.","Inflicts damage every turn.","Inflicts damage every turn.","Inflicts damage every turn."
"Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted."
"Always leaves at least 1HP.","Always leaves at least 1HP.","Always leaves at least 1HP.","Always leaves at least 1HP.","Always leaves at least 1HP.","Always leaves at least 1HP.","Always leaves at least 1HP."
"Sharply lowers the foe's ATTACK.","Sharply lowers the foe's ATTACK.","Sharply lowers the foe's ATTACK.","Sharply lowers the foe's ATTACK.","Sharply lowers the foe's ATTACK.","Sharply lowers the foe's ATTACK.","Sharply lowers the foe's ATTACK."
"Attacks 5 turns with rising power.","Attacks 5 turns with rising power.","Attacks 5 turns with rising power.","Attacks 5 turns with rising power.","Attacks 5 turns with rising power.","Attacks 5 turns with rising power.","Attacks 5 turns with rising power."
"Leaves the foe with at least 1HP.","Leaves the foe with at least 1HP.","Leaves the foe with at least 1HP.","Leaves the foe with at least 1HP.","Leaves the foe with at least 1HP.","Leaves the foe with at least 1HP.","Leaves the foe with at least 1HP."
"Causes confusion and raises ATTACK.","Causes confusion and raises ATTACK.","Causes confusion and raises ATTACK.","Causes confusion and raises ATTACK.","Causes confusion and raises ATTACK.","Causes confusion and raises ATTACK.","Causes confusion and raises ATTACK."
"Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP."
"An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis."
"Successive hits raise power.","Successive hits raise power.","Successive hits raise power.","Successive hits raise power.","Successive hits raise power.","Successive hits raise power.","Successive hits raise power."
"Stiff wings strike the foe.","Stiff wings strike the foe.","Stiff wings strike the foe.","Stiff wings strike the foe.","Stiff wings strike the foe.","Stiff wings strike the foe.","Stiff wings strike the foe."
"Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching.","Prevents fleeing or switching."
"Makes the opposite gender infatuated.","Makes the opposite gender infatuated.","Makes the opposite gender infatuated.","Makes the opposite gender infatuated.","Makes the opposite gender infatuated.","Makes the opposite gender infatuated.","Makes the opposite gender infatuated."
"Randomly attacks while asleep.","Randomly attacks while asleep.","Randomly attacks while asleep.","Randomly attacks while asleep.","Randomly attacks while asleep.","Randomly attacks while asleep.","Randomly attacks while asleep."
"Eliminates all status problems.","Eliminates all status problems.","Eliminates all status problems.","Eliminates all status problems.","Eliminates all status problems.","Eliminates all status problems.","Eliminates all status problems."
"An attack that is based on loyalty.","An attack that is based on loyalty.","An attack that is based on loyalty.","An attack that is based on loyalty.","An attack that is based on loyalty.","An attack that is based on loyalty.","An attack that is based on loyalty."
"A bomb that may restore HP.","A bomb that may restore HP.","A bomb that may restore HP.","A bomb that may restore HP.","A bomb that may restore HP.","A bomb that may restore HP.","A bomb that may restore HP."
"An attack based on lack of loyalty.","An attack based on lack of loyalty.","An attack based on lack of loyalty.","An attack based on lack of loyalty.","An attack based on lack of loyalty.","An attack based on lack of loyalty.","An attack based on lack of loyalty."
"Prevents all status problems.","Prevents all status problems.","Prevents all status problems.","Prevents all status problems.","Prevents all status problems.","Prevents all status problems.","Prevents all status problems."
"Adds user & foe's HPs. Shares total.","Adds user & foe's HPs. Shares total.","Adds user & foe's HPs. Shares total.","Adds user & foe's HPs. Shares total.","Adds user & foe's HPs. Shares total.","Adds user & foe's HPs. Shares total.","Adds user & foe's HPs. Shares total."
"An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn."
"A ground attack with random power.","A ground attack with random power.","A ground attack with random power.","A ground attack with random power.","A ground attack with random power.","A ground attack with random power.","A ground attack with random power."
"An attack that always confuses.","An attack that always confuses.","An attack that always confuses.","An attack that always confuses.","An attack that always confuses.","An attack that always confuses.","An attack that always confuses."
"A powerful charge attack.","A powerful charge attack.","A powerful charge attack.","A powerful charge attack.","A powerful charge attack.","A powerful charge attack.","A powerful charge attack."
"A strong breath attack.","A strong breath attack.","A strong breath attack.","A strong breath attack.","A strong breath attack.","A strong breath attack.","A strong breath attack."
"Switches while keeping effects.","Switches while keeping effects.","Switches while keeping effects.","Switches while keeping effects.","Switches while keeping effects.","Switches while keeping effects.","Switches while keeping effects."
"Makes the foe re­ peat 2-6 times.","Makes the foe re­ peat 2-6 times.","Makes the foe re­ peat 2-6 times.","Makes the foe re­ peat 2-6 times.","Makes the foe re­ peat 2-6 times.","Makes the foe re­ peat 2-6 times.","Makes the foe re­ peat 2-6 times."
"Heavily strikes switching POKéMON.","Heavily strikes switching POKéMON.","Heavily strikes switching POKéMON.","Heavily strikes switching POKéMON.","Heavily strikes switching POKéMON.","Heavily strikes switching POKéMON.","Heavily strikes switching POKéMON."
"A high-speed spinning attack.","A high-speed spinning attack.","A high-speed spinning attack.","A high-speed spinning attack.","A high-speed spinning attack.","A high-speed spinning attack.","A high-speed spinning attack."
"Reduces the foe's evasiveness.","Reduces the foe's evasiveness.","Reduces the foe's evasiveness.","Reduces the foe's evasiveness.","Reduces the foe's evasiveness.","Reduces the foe's evasiveness.","Reduces the foe's evasiveness."
"An attack that may reduce DEFENSE.","An attack that may reduce DEFENSE.","An attack that may reduce DEFENSE.","An attack that may reduce DEFENSE.","An attack that may reduce DEFENSE.","An attack that may reduce DEFENSE.","An attack that may reduce DEFENSE."
"An attack that may up user's ATTACK.","An attack that may up user's ATTACK.","An attack that may up user's ATTACK.","An attack that may up user's ATTACK.","An attack that may up user's ATTACK.","An attack that may up user's ATTACK.","An attack that may up user's ATTACK."
"A 2nd-strike move that never misses.","A 2nd-strike move that never misses.","A 2nd-strike move that never misses.","A 2nd-strike move that never misses.","A 2nd-strike move that never misses.","A 2nd-strike move that never misses.","A 2nd-strike move that never misses."
"Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time)."
"Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time)."
"Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time).","Restores HP (varies by time)."
"The power varies with the POKéMON.","The power varies with the POKéMON.","The power varies with the POKéMON.","The power varies with the POKéMON.","The power varies with the POKéMON.","The power varies with the POKéMON.","The power varies with the POKéMON."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"Whips up a tornado to attack.","Whips up a tornado to attack.","Whips up a tornado to attack.","Whips up a tornado to attack.","Whips up a tornado to attack.","Whips up a tornado to attack.","Whips up a tornado to attack."
"Boosts water-type moves for 5 turns.","Boosts water-type moves for 5 turns.","Boosts water-type moves for 5 turns.","Boosts water-type moves for 5 turns.","Boosts water-type moves for 5 turns.","Boosts water-type moves for 5 turns.","Boosts water-type moves for 5 turns."
"Boosts fire-type moves for 5 turns.","Boosts fire-type moves for 5 turns.","Boosts fire-type moves for 5 turns.","Boosts fire-type moves for 5 turns.","Boosts fire-type moves for 5 turns.","Boosts fire-type moves for 5 turns.","Boosts fire-type moves for 5 turns."
"An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF."
"Counters a SPCL. ATK. move double.","Counters a SPCL. ATK. move double.","Counters a SPCL. ATK. move double.","Counters a SPCL. ATK. move double.","Counters a SPCL. ATK. move double.","Counters a SPCL. ATK. move double.","Counters a SPCL. ATK. move double."
"Copies the foe's stat changes.","Copies the foe's stat changes.","Copies the foe's stat changes.","Copies the foe's stat changes.","Copies the foe's stat changes.","Copies the foe's stat changes.","Copies the foe's stat changes."
"A powerful first- strike move.","A powerful first- strike move.","A powerful first- strike move.","A powerful first- strike move.","A powerful first- strike move.","A powerful first- strike move.","A powerful first- strike move."
"An attack that may raise all stats.","An attack that may raise all stats.","An attack that may raise all stats.","An attack that may raise all stats.","An attack that may raise all stats.","An attack that may raise all stats.","An attack that may raise all stats."
"An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF."
"An attack that hits on 3rd turn.","An attack that hits on 3rd turn.","An attack that hits on 3rd turn.","An attack that hits on 3rd turn.","An attack that hits on 3rd turn.","An attack that hits on 3rd turn.","An attack that hits on 3rd turn."
"An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE."
"Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns."
"Party POKéMON join in the attack.","Party POKéMON join in the attack.","Party POKéMON join in the attack.","Party POKéMON join in the attack.","Party POKéMON join in the attack.","Party POKéMON join in the attack.","Party POKéMON join in the attack."
