en,fr,it,de,es,ko,kana
Royal Pokémon,Pokémon Royal,Pokémon Reale,Monarchen-Pokémon,Pokémon Regio,임금포켓몬,おうじゃポケモン
Screech Pokémon,Pokémon Strident,Pokémon Strido,Kreischer,Pokémon Chirrido,야명포켓몬,よなきポケモン
Symbol Pokémon,Pokémon Symbolique,Pokémon Simbolo,Symbol,Pokémon Símbolo,심볼포켓몬,シンボルポケモン
Patient Pokémon,Pokémon Patient,Pokémon Pazienza,Gedulds-Pokémon,Pokémon Paciente,참기포켓몬,がまんポケモン
Long Neck Pokémon,Pokémon Long-Cou,Pokémon Lungocollo,Langhals,Pokémon Gran Cuello,긴목포켓몬,くびながポケモン
Bagworm Pokémon,Pokémon Ver Caché,Pokémon Larva,Beutelwurm,Pokémon Larva,도롱이벌레포켓몬,みのむしポケモン
Bagworm Pokémon,Pokémon Ver Caché,Pokémon Larva,Beutelwurm,Pokémon Larva,도롱이벌레포켓몬,みのむしポケモン
Land Snake Pokémon,Pokémon Serpent,Pokémon Terraserpe,Schlangen-Pokémon,Pokémon Serpiente Tierra,땅뱀포켓몬,つちへびポケモン
Fly Scorpion Pokémon,Pokémon Scorpivol,Pokémon Aliscorpio,Flugskorpi,Pokémon Escorpiala,날전갈포켓몬,とびさそりポケモン
Iron Snake Pokémon,Pokémon Serpenfer,Pokémon Ferroserpe,Stahlboa-Pokémon,Pokémon Serpiente Férrea,철뱀포켓몬,てつへびポケモン
Fairy Pokémon,Pokémon Fée,Pokémon Fata,Fee,Pokémon Hada,요정포켓몬,ようせいポケモン
Fairy Pokémon,Pokémon Fée,Pokémon Fata,Fee,Pokémon Hada,요정포켓몬,ようせいポケモン
Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo,풍선포켓몬,ふうせんポケモン
Pincer Pokémon,Pokémon Pince,Pokémon Chela,Kneifer-Pokémon,Pokémon Tenaza,집게포켓몬,はさみポケモン
Mold Pokémon,Pokémon Pourri,Pokémon Muffa,Schimmel-Pokémon,Pokémon Moho,발효포켓몬,はっこうポケモン
Single Horn Pokémon,Pokémon Unicorne,Pokémon Monocorno,Einzelhorn-Pokémon,Pokémon Cuerno,외뿔포켓몬,１ぽんヅノポケモン
Sharp Claw Pokémon,Pokémon Grifacérée,Pokémon Lamartigli,Stichklauen-Pokémon,Pokémon Garra Filo,갈고리손톱포켓몬,かぎづめポケモン
Little Bear Pokémon,Pokémon Mini Ours,Pokémon Orsetto,Kleinbär,Pokémon Osito,아기곰포켓몬,こぐまポケモン
Hibernator Pokémon,Pokémon Hibernant,Pokémon Letargo,Schläfer,Pokémon Hibernante,동면포켓몬,とうみんポケモン
Lava Pokémon,Pokémon Lave,Pokémon Lava,Lava,Pokémon Lava,용암포켓몬,ようがんポケモン
Lava Pokémon,Pokémon Lave,Pokémon Lava,Lava,Pokémon Lava,용암포켓몬,ようがんポケモン
Pig Pokémon,Pokémon Cochon,Pokémon Maiale,Ferkel-Pokémon,Pokémon Cerdo,산돼지포켓몬,いのぶたポケモン
Swine Pokémon,Pokémon Porc,Pokémon Suino,Schwein-Pokémon,Pokémon Puerco,멧돼지포켓몬,いのししポケモン
Coral Pokémon,Pokémon Corail,Pokémon Corallo,Korallen-Pokémon,Pokémon Coral,산호포켓몬,さんごポケモン
Jet Pokémon,Pokémon Jet,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor,분사포켓몬,ふんしゃポケモン
Jet Pokémon,Pokémon Jet,Pokémon Jet,Hochdruck-Pokémon,Pokémon Reactor,분사포켓몬,ふんしゃポケモン
Delivery Pokémon,Pokémon Livraison,Pokémon Consegna,Lieferanten-Pokémon,Pokémon Reparto,배달포켓몬,はこびやポケモン
Kite Pokémon,Pokémon Cervolant,Pokémon Aquilone,Flugrochen-Pokémon,Pokémon Milano,연포켓몬,カイトポケモン
Armor Bird Pokémon,Pokémon Armoiseau,Pokémon Armuccello,Flugstahl-Pokémon,Pokémon Coraza Ave,갑옷새포켓몬,よろいどりポケモン
Dark Pokémon,Pokémon Sombre,Pokémon Buio,Hades,Pokémon Siniestro,다크포켓몬,ダークポケモン
Dark Pokémon,Pokémon Sombre,Pokémon Buio,Hades,Pokémon Siniestro,다크포켓몬,ダークポケモン
Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón,드래곤포켓몬,ドラゴンポケモン
Long Nose Pokémon,Pokémon Long-Nez,Pokémon Nasone,Langrüssel,Pokémon Narizotas,긴코포켓몬,ながはなポケモン
Armor Pokémon,Pokémon Armure,Pokémon Armatura,Panzer,Pokémon Coraza,갑옷포켓몬,よろいポケモン
Virtual Pokémon,Pokémon Virtuel,Pokémon Virtuale,Virtuell-Pokémon,Pokémon Virtual,가상포켓몬,バーチャルポケモン
Big Horn Pokémon,Pokémon Maxi Corne,Pokémon Grancorno,Vielender,Pokémon Gran Cuerno,큰뿔포켓몬,おおツノポケモン
Painter Pokémon,Pokémon Peintre,Pokémon Pittore,Maler,Pokémon Pintor,그림장이포켓몬,えかきポケモン
Scuffle Pokémon,Pokémon Bagarreur,Pokémon Baruffa,Racker-Pokémon,Pokémon Peleón,싸움포켓몬,けんかポケモン
Handstand Pokémon,Pokémon Poirier,Pokémon Verticale,Kopfstand-Pokémon,Pokémon Boca Abajo,물구나무포켓몬,さかだちポケモン
Kiss Pokémon,Pokémon Bisou,Pokémon Bacio,Kuss-Pokémon,Pokémon Beso,뽀뽀포켓몬,くちづけポケモン
Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico,전류포켓몬,でんきポケモン
Live Coal Pokémon,Pokémon Charbon,Pokémon Carbonvivo,Glutherd-Pokémon,Pokémon Ascuas,불씨포켓몬,ひだねポケモン
Milk Cow Pokémon,Pokémon Vachalait,Pokémon Bovino,Milchkuh-Pokémon,Pokémon Lechera,젖소포켓몬,ちちうしポケモン
Happiness Pokémon,Pokémon Bonheur,Pokémon Felicità,Freuden-Pokémon,Pokémon Felicidad,행복포켓몬,しあわせポケモン
Thunder Pokémon,Pokémon Foudre,Pokémon Tuono,Donner-Pokémon,Pokémon Trueno,우뢰포켓몬,いかずちポケモン
Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan-Pokémon,Pokémon Volcán,화산포켓몬,かざんポケモン
Aurora Pokémon,Pokémon Aurore,Pokémon Aurora,Polarlicht-Pokémon,Pokémon Aurora,오로라포켓몬,オーロラポケモン
Rock Skin Pokémon,Pokémon Peaupierre,Pokémon Peldisasso,Felshaut-Pokémon,Pokémon Piel Roca,바위표면포켓몬,いわはだポケモン
Hard Shell Pokémon,Pokémon Carapadure,Pokémon Guscioduro,Hartschalen-Pokémon,Pokémon Caparazón,탄환포켓몬,だんがんポケモン
Armor Pokémon,Pokémon Armure,Pokémon Armatura,Panzer-Pokémon,Pokémon Coraza,갑옷포켓몬,よろいポケモン
Diving Pokémon,Pokémon Plongeon,Pokémon Immersione,Taucher-Pokémon,Pokémon Buceo,잠수포켓몬,せんすいポケモン
Rainbow Pokémon,Pokémon Arcenciel,Pokémon Arcobaleno,Regenbogen-Pokémon,Pokémon Arcoíris,무지개색포켓몬,にじいろポケモン
Time Travel Pokémon,Pokémon Temporel,Pokémon Tempovia,Zeitreise-Pokémon,Pokémon Viajetiempo,시간이동포켓몬,ときわたりポケモン
