en,fr,it,de,es,ko,kana
"Reduces damage from supereffective attacks.","Affaiblit les capacités “super efficaces”.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks."
"Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed.","Temporarily halves Attack and Speed."
"Enables moves to hit Ghost-type Pokémon.","Les cap. Normal touchent les Pokémon Spectre.","Enables moves to hit Ghost-type Pokémon.","Enables moves to hit Ghost-type Pokémon.","Enables moves to hit Ghost-type Pokémon.","Enables moves to hit Ghost-type Pokémon.","Enables moves to hit Ghost-type Pokémon."
"Draws in all Water-type moves to up Sp. Attack.","Attire l'eau et augmente l'Atq. Spé.","Draws in all Water-type moves to up Sp. Attack.","Draws in all Water-type moves to up Sp. Attack.","Draws in all Water-type moves to up Sp. Attack.","Draws in all Water-type moves to up Sp. Attack.","Draws in all Water-type moves to up Sp. Attack."
"The Pokémon gradually regains HP in a hailstorm.","Régénère ses PV lors des tempêtes de grêle.","The Pokémon gradually regains HP in a hailstorm.","The Pokémon gradually regains HP in a hailstorm.","The Pokémon gradually regains HP in a hailstorm.","The Pokémon gradually regains HP in a hailstorm.","The Pokémon gradually regains HP in a hailstorm."
"Reduces damage from supereffective attacks.","Affaiblit les capacités “super efficaces”.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks.","Reduces damage from supereffective attacks."
"The Pokémon summons a hailstorm in battle.","Déclenche une tempête de grêle pendant un combat.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle.","The Pokémon summons a hailstorm in battle."
"The Pokémon may gather Honey from somewhere.","Le Pokémon peut parfois trouver du Miel.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere.","The Pokémon may gather Honey from somewhere."
"The Pokémon can check a foe’s held item.","Permet de connaître l'objet tenu par l'ennemi.","The Pokémon can check a foe’s held item.","The Pokémon can check a foe’s held item.","The Pokémon can check a foe’s held item.","The Pokémon can check a foe’s held item.","The Pokémon can check a foe’s held item."
"Powers up moves that have recoil damage.","Booste les cap. ayant des dégâts de contrecoups.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage.","Powers up moves that have recoil damage."
"Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate.","Changes type to match the held Plate."
"Powers up party Pokémon when it is sunny.","Pokémon de l'équipe plus puissants au soleil.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny.","Powers up party Pokémon when it is sunny."
"Reduces a sleeping foe’s HP.","Réduit les PV d'un ennemi endormi.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP.","Reduces a sleeping foe’s HP."
"Steals an item when hit by another Pokémon.","Steals an item when hit by another Pokémon.","Steals an item when hit by another Pokémon.","Steals an item when hit by another Pokémon.","Steals an item when hit by another Pokémon.","Steals an item when hit by another Pokémon.","Steals an item when hit by another Pokémon."
"Removes added effects to increase move damage.","Removes added effects to increase move damage.","Removes added effects to increase move damage.","Removes added effects to increase move damage.","Removes added effects to increase move damage.","Removes added effects to increase move damage.","Removes added effects to increase move damage."
"Makes stat changes have an opposite effect.","Makes stat changes have an opposite effect.","Makes stat changes have an opposite effect.","Makes stat changes have an opposite effect.","Makes stat changes have an opposite effect.","Makes stat changes have an opposite effect.","Makes stat changes have an opposite effect."
"Makes the foe nervous and unable to eat Berries.","Makes the foe nervous and unable to eat Berries.","Makes the foe nervous and unable to eat Berries.","Makes the foe nervous and unable to eat Berries.","Makes the foe nervous and unable to eat Berries.","Makes the foe nervous and unable to eat Berries.","Makes the foe nervous and unable to eat Berries."
"When its stats are lowered its Attack increases.","Monte l'Attaque quand les stats baissent.","When its stats are lowered its Attack increases.","When its stats are lowered its Attack increases.","When its stats are lowered its Attack increases.","When its stats are lowered its Attack increases.","When its stats are lowered its Attack increases."
"Lowers stats when HP becomes half or less.","Lowers stats when HP becomes half or less.","Lowers stats when HP becomes half or less.","Lowers stats when HP becomes half or less.","Lowers stats when HP becomes half or less.","Lowers stats when HP becomes half or less.","Lowers stats when HP becomes half or less."
"May disable a move used on the Pokémon.","May disable a move used on the Pokémon.","May disable a move used on the Pokémon.","May disable a move used on the Pokémon.","May disable a move used on the Pokémon.","May disable a move used on the Pokémon.","May disable a move used on the Pokémon."
"May heal an ally’s status conditions.","May heal an ally’s status conditions.","May heal an ally’s status conditions.","May heal an ally’s status conditions.","May heal an ally’s status conditions.","May heal an ally’s status conditions.","May heal an ally’s status conditions."
"Reduces damage done to allies.","Reduces damage done to allies.","Reduces damage done to allies.","Reduces damage done to allies.","Reduces damage done to allies.","Reduces damage done to allies.","Reduces damage done to allies."
"Physical attacks lower Defense and raise Speed.","Physical attacks lower Defense and raise Speed.","Physical attacks lower Defense and raise Speed.","Physical attacks lower Defense and raise Speed.","Physical attacks lower Defense and raise Speed.","Physical attacks lower Defense and raise Speed.","Physical attacks lower Defense and raise Speed."
"Doubles the Pokémon’s weight.","Doubles the Pokémon’s weight.","Doubles the Pokémon’s weight.","Doubles the Pokémon’s weight.","Doubles the Pokémon’s weight.","Doubles the Pokémon’s weight.","Doubles the Pokémon’s weight."
"Halves the Pokémon’s weight.","Halves the Pokémon’s weight.","Halves the Pokémon’s weight.","Halves the Pokémon’s weight.","Halves the Pokémon’s weight.","Halves the Pokémon’s weight.","Halves the Pokémon’s weight."
"Reduces damage when HP is full.","Reduces damage when HP is full.","Reduces damage when HP is full.","Reduces damage when HP is full.","Reduces damage when HP is full.","Reduces damage when HP is full.","Reduces damage when HP is full."
"Powers up physical attacks when poisoned.","Powers up physical attacks when poisoned.","Powers up physical attacks when poisoned.","Powers up physical attacks when poisoned.","Powers up physical attacks when poisoned.","Powers up physical attacks when poisoned.","Powers up physical attacks when poisoned."
"Powers up special attacks when burned.","Powers up special attacks when burned.","Powers up special attacks when burned.","Powers up special attacks when burned.","Powers up special attacks when burned.","Powers up special attacks when burned.","Powers up special attacks when burned."
"May create another Berry after one is used.","May create another Berry after one is used.","May create another Berry after one is used.","May create another Berry after one is used.","May create another Berry after one is used.","May create another Berry after one is used.","May create another Berry after one is used."
"Anticipates an ally’s attack and dodges it.","Anticipates an ally’s attack and dodges it.","Anticipates an ally’s attack and dodges it.","Anticipates an ally’s attack and dodges it.","Anticipates an ally’s attack and dodges it.","Anticipates an ally’s attack and dodges it.","Anticipates an ally’s attack and dodges it."
"Raises one stat and lowers another.","Raises one stat and lowers another.","Raises one stat and lowers another.","Raises one stat and lowers another.","Raises one stat and lowers another.","Raises one stat and lowers another.","Raises one stat and lowers another."
"Protects the Pokémon from damage from weather.","Protects the Pokémon from damage from weather.","Protects the Pokémon from damage from weather.","Protects the Pokémon from damage from weather.","Protects the Pokémon from damage from weather.","Protects the Pokémon from damage from weather.","Protects the Pokémon from damage from weather."
"May poison targets when a Pokémon makes contact.","May poison targets when a Pokémon makes contact.","May poison targets when a Pokémon makes contact.","May poison targets when a Pokémon makes contact.","May poison targets when a Pokémon makes contact.","May poison targets when a Pokémon makes contact.","May poison targets when a Pokémon makes contact."
"Restores a little HP when withdrawn from battle.","Restores a little HP when withdrawn from battle.","Restores a little HP when withdrawn from battle.","Restores a little HP when withdrawn from battle.","Restores a little HP when withdrawn from battle.","Restores a little HP when withdrawn from battle.","Restores a little HP when withdrawn from battle."
"Protects the Pokémon from Defense-lowering attacks.","Protects the Pokémon from Defense-lowering attacks.","Protects the Pokémon from Defense-lowering attacks.","Protects the Pokémon from Defense-lowering attacks.","Protects the Pokémon from Defense-lowering attacks.","Protects the Pokémon from Defense-lowering attacks.","Protects the Pokémon from Defense-lowering attacks."
"Boosts the Pokémon’s Speed in a sandstorm.","Boosts the Pokémon’s Speed in a sandstorm.","Boosts the Pokémon’s Speed in a sandstorm.","Boosts the Pokémon’s Speed in a sandstorm.","Boosts the Pokémon’s Speed in a sandstorm.","Boosts the Pokémon’s Speed in a sandstorm.","Boosts the Pokémon’s Speed in a sandstorm."
"Makes status-changing moves more likely to miss.","Makes status-changing moves more likely to miss.","Makes status-changing moves more likely to miss.","Makes status-changing moves more likely to miss.","Makes status-changing moves more likely to miss.","Makes status-changing moves more likely to miss.","Makes status-changing moves more likely to miss."
"Boosts move power when the Pokémon moves last.","Boosts move power when the Pokémon moves last.","Boosts move power when the Pokémon moves last.","Boosts move power when the Pokémon moves last.","Boosts move power when the Pokémon moves last.","Boosts move power when the Pokémon moves last.","Boosts move power when the Pokémon moves last."
"Comes out disguised as the Pokémon in back.","Comes out disguised as the Pokémon in back.","Comes out disguised as the Pokémon in back.","Comes out disguised as the Pokémon in back.","Comes out disguised as the Pokémon in back.","Comes out disguised as the Pokémon in back.","Comes out disguised as the Pokémon in back."
"It transforms itself into the Pokémon it is facing.","It transforms itself into the Pokémon it is facing.","It transforms itself into the Pokémon it is facing.","It transforms itself into the Pokémon it is facing.","It transforms itself into the Pokémon it is facing.","It transforms itself into the Pokémon it is facing.","It transforms itself into the Pokémon it is facing."
"Passes through the foe’s barrier and strikes.","Passes through the foe’s barrier and strikes.","Passes through the foe’s barrier and strikes.","Passes through the foe’s barrier and strikes.","Passes through the foe’s barrier and strikes.","Passes through the foe’s barrier and strikes.","Passes through the foe’s barrier and strikes."
"Contact with this Pokémon spreads this Ability.","Contact with this Pokémon spreads this Ability.","Contact with this Pokémon spreads this Ability.","Contact with this Pokémon spreads this Ability.","Contact with this Pokémon spreads this Ability.","Contact with this Pokémon spreads this Ability.","Contact with this Pokémon spreads this Ability."
"Boosts Attack after knocking out any Pokémon.","Boosts Attack after knocking out any Pokémon.","Boosts Attack after knocking out any Pokémon.","Boosts Attack after knocking out any Pokémon.","Boosts Attack after knocking out any Pokémon.","Boosts Attack after knocking out any Pokémon.","Boosts Attack after knocking out any Pokémon."
"Raises Attack when hit by a Dark-type move.","Raises Attack when hit by a Dark-type move.","Raises Attack when hit by a Dark-type move.","Raises Attack when hit by a Dark-type move.","Raises Attack when hit by a Dark-type move.","Raises Attack when hit by a Dark-type move.","Raises Attack when hit by a Dark-type move."
"Some move types scare it and boost its Speed.","Some move types scare it and boost its Speed.","Some move types scare it and boost its Speed.","Some move types scare it and boost its Speed.","Some move types scare it and boost its Speed.","Some move types scare it and boost its Speed.","Some move types scare it and boost its Speed."
"Reflects status- changing moves.","Reflects status- changing moves.","Reflects status- changing moves.","Reflects status- changing moves.","Reflects status- changing moves.","Reflects status- changing moves.","Reflects status- changing moves."
"Boosts Attack when hit by a Grass-type move.","Boosts Attack when hit by a Grass-type move.","Boosts Attack when hit by a Grass-type move.","Boosts Attack when hit by a Grass-type move.","Boosts Attack when hit by a Grass-type move.","Boosts Attack when hit by a Grass-type move.","Boosts Attack when hit by a Grass-type move."
"Gives priority to a status move.","Gives priority to a status move.","Gives priority to a status move.","Gives priority to a status move.","Gives priority to a status move.","Gives priority to a status move.","Gives priority to a status move."
"Boosts certain moves’ power in a sandstorm.","Boosts certain moves’ power in a sandstorm.","Boosts certain moves’ power in a sandstorm.","Boosts certain moves’ power in a sandstorm.","Boosts certain moves’ power in a sandstorm.","Boosts certain moves’ power in a sandstorm.","Boosts certain moves’ power in a sandstorm."
"Inflicts damage to the Pokémon on contact.","Inflicts damage to the Pokémon on contact.","Inflicts damage to the Pokémon on contact.","Inflicts damage to the Pokémon on contact.","Inflicts damage to the Pokémon on contact.","Inflicts damage to the Pokémon on contact.","Inflicts damage to the Pokémon on contact."
"Changes the Pokémon’s shape when HP is halved.","Changes the Pokémon’s shape when HP is halved.","Changes the Pokémon’s shape when HP is halved.","Changes the Pokémon’s shape when HP is halved.","Changes the Pokémon’s shape when HP is halved.","Changes the Pokémon’s shape when HP is halved.","Changes the Pokémon’s shape when HP is halved."
"Boosts the accuracy of its allies and itself.","Boosts the accuracy of its allies and itself.","Boosts the accuracy of its allies and itself.","Boosts the accuracy of its allies and itself.","Boosts the accuracy of its allies and itself.","Boosts the accuracy of its allies and itself.","Boosts the accuracy of its allies and itself."
"Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities."
"Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities."
